,teamID,ACC,AGI,ARM,Avg,END,G,HND,INT,Inside 20,KAc,KDi,L,Long,Name,OVR,PA,PBl,PF,Player,Pos,Punts,RBl,S,SPE,STR,T,TCK,Team,W,WPct,Yds
108,2,1.0,35.0,20.0,46.5,65.0,14.0,18.0,56.0,20.0,84.0,83.0,8,73.0,"Forfeit, N.",74.0,326,1.0,310,"Forfeit, N.",K,97.0,1.0,14,40.0,20.0,0,15.0,YKW,6,0.429,4508.0
109,3,1.0,30.0,20.0,42.7,65.0,14.0,15.0,63.0,7.0,80.0,74.0,10,64.0,"Corbett, K.",70.0,442,1.0,368,"Corbett, K.",K,75.0,1.0,14,31.0,15.0,0,15.0,COL,4,0.28600000000000003,3205.0
110,4,1.0,35.0,20.0,49.1,84.0,14.0,15.0,85.0,16.0,95.0,95.0,12,74.0,"Jackson, D.",92.0,523,1.0,224,"Jackson, D.",K,106.0,1.0,14,43.0,20.0,0,15.0,AZ,2,0.14300000000000002,5208.0
111,5,1.0,30.0,20.0,45.7,65.0,14.0,15.0,60.0,12.0,80.0,81.0,3,71.0,"Anderson, A.",72.0,281,1.0,441,"Anderson, A.",K,92.0,1.0,14,30.0,15.0,0,15.0,OCO,11,0.7859999999999999,4206.0
112,6,1.0,30.0,20.0,46.9,65.0,14.0,15.0,50.0,16.0,80.0,92.0,5,73.0,"Donaldson, N.",73.0,233,1.0,392,"Donaldson, N.",K,87.0,1.0,14,30.0,25.0,0,15.0,SJS,9,0.643,4076.0
113,7,1.0,30.0,20.0,45.7,80.0,14.0,16.0,80.0,13.0,100.0,90.0,5,67.0,"Fulture, K.",89.0,331,1.0,337,"Fulture, K.",K,82.0,1.0,14,30.0,15.0,0,15.0,PHI,9,0.643,3751.0
114,8,1.0,30.0,20.0,44.1,65.0,14.0,15.0,60.0,15.0,84.0,80.0,10,67.0,"Meoff, B.",73.0,405,1.0,331,"Meoff, B.",K,75.0,1.0,14,30.0,15.0,0,15.0,NO,4,0.28600000000000003,3310.0
115,1,15.0,35.0,20.0,45.0,1.0,14.0,1.0,1.0,11.0,80.0,80.0,2,65.0,"Frost, A.",50.0,297,15.0,520,"Frost, A.",K,79.0,40.0,15,55.0,20.0,0,65.0,BAL,12,0.857,3555.0
116,2,1.0,35.0,20.0,43.8,65.0,14.0,15.0,55.0,14.0,81.0,81.0,7,67.0,"Harris Jr, S.",72.0,305,1.0,358,"Harris Jr, S.",K,86.0,1.0,15,40.0,20.0,0,15.0,YKW,7,0.5,3765.0
117,3,1.0,30.0,20.0,43.4,65.0,14.0,15.0,53.0,10.0,78.0,80.0,12,63.0,"Ramero, E.",69.0,474,1.0,258,"Ramero, E.",K,84.0,1.0,15,30.0,25.0,0,15.0,COL,2,0.14300000000000002,3647.0
118,4,1.0,35.0,20.0,47.0,70.0,14.0,15.0,72.0,6.0,95.0,95.0,8,70.0,"Jackson, D.",87.0,373,1.0,351,"Jackson, D.",K,74.0,1.0,15,40.0,20.0,0,15.0,AZ,6,0.429,3476.0
119,4,1.0,30.0,20.0,41.9,65.0,1.0,15.0,60.0,1.0,80.0,60.0,8,49.0,"Vanderjagt, J.",63.0,373,1.0,351,"Vanderjagt, J.",P,8.0,1.0,15,30.0,15.0,0,15.0,AZ,6,0.429,335.0
120,5,1.0,30.0,20.0,44.8,65.0,14.0,15.0,60.0,12.0,89.0,85.0,6,68.0,"Dasistwirklichseinnachname, A.",76.0,299,1.0,351,"Dasistwirklichseinnachname, A.",K,80.0,1.0,15,30.0,15.0,0,15.0,OCO,8,0.5710000000000001,3587.0
121,6,1.0,30.0,20.0,47.4,65.0,14.0,15.0,50.0,4.0,80.0,92.0,3,74.0,"Donaldson, N.",73.0,265,1.0,326,"Donaldson, N.",K,81.0,1.0,15,30.0,25.0,0,15.0,SJS,11,0.7859999999999999,3840.0
122,7,1.0,30.0,20.0,46.0,80.0,14.0,15.0,80.0,16.0,100.0,90.0,6,67.0,"Fulture, K.",89.0,309,1.0,340,"Fulture, K.",K,79.0,1.0,15,30.0,15.0,0,15.0,PHI,8,0.5710000000000001,3637.0
123,8,1.0,30.0,20.0,45.6,65.0,14.0,15.0,50.0,8.0,84.0,85.0,12,64.0,"Crisco, A.",72.0,465,1.0,283,"Crisco, A.",K,86.0,1.0,15,30.0,25.0,0,15.0,NO,2,0.14300000000000002,3920.0
124,1,1.0,35.0,20.0,44.0,65.0,13.0,15.0,55.0,12.0,86.0,81.0,6,64.0,"Brand (R), F.",74.0,268,1.0,324,"Brand (R), F.",K,90.0,1.0,16,40.0,20.0,0,15.0,BAL,7,0.5379999999999999,3960.0
125,2,1.0,35.0,20.0,44.0,65.0,13.0,15.0,55.0,14.0,81.0,81.0,3,65.0,"Harris Jr, S.",72.0,312,1.0,418,"Harris Jr, S.",K,68.0,1.0,16,40.0,20.0,0,15.0,YKW,10,0.769,2994.0
126,3,1.0,30.0,20.0,44.7,65.0,13.0,15.0,60.0,9.0,80.0,81.0,12,66.0,"Anderson, A.",72.0,424,1.0,208,"Anderson, A.",P,82.0,1.0,16,30.0,15.0,0,15.0,COL,1,0.077,3664.0
127,4,1.0,30.0,20.0,47.0,65.0,13.0,15.0,55.0,16.0,78.0,78.0,6,66.0,"Lawes, S.",69.0,273,1.0,297,"Lawes, S.",K,86.0,1.0,16,30.0,25.0,0,15.0,AZ,7,0.5379999999999999,4044.0
128,5,1.0,30.0,20.0,48.5,65.0,13.0,15.0,60.0,7.0,89.0,90.0,3,74.0,"Dasistwirklichseinnachname, A.",78.0,244,1.0,417,"Dasistwirklichseinnachname, A.",K,60.0,1.0,16,30.0,15.0,0,15.0,OCO,10,0.769,2910.0
129,6,1.0,30.0,20.0,46.5,65.0,13.0,15.0,50.0,15.0,80.0,92.0,6,68.0,"Donaldson, N.",73.0,311,1.0,337,"Donaldson, N.",K,71.0,1.0,16,30.0,25.0,0,15.0,SJS,7,0.5379999999999999,3304.0
130,7,15.0,35.0,20.0,43.8,1.0,13.0,1.0,1.0,9.0,70.0,80.0,6,66.0,"Frost, K.",46.0,306,15.0,397,"Frost, K.",K,72.0,40.0,16,55.0,20.0,0,65.0,PHI,7,0.5379999999999999,3157.0
131,8,15.0,35.0,20.0,42.3,1.0,13.0,1.0,1.0,12.0,80.0,80.0,7,63.0,"Frost, A.",50.0,381,15.0,309,"Frost, A.",K,89.0,40.0,16,55.0,20.0,0,65.0,NO,6,0.462,3765.0
132,9,1.0,30.0,20.0,49.1,80.0,13.0,15.0,80.0,11.0,100.0,90.0,3,72.0,"Fulture, K.",89.0,257,1.0,307,"Fulture, K.",K,78.0,1.0,16,30.0,15.0,0,15.0,CHI,10,0.769,3829.0
133,10,1.0,30.0,20.0,46.3,65.0,13.0,15.0,50.0,11.0,87.0,87.0,13,70.0,"Crisco, A.",74.0,424,1.0,186,"Crisco, A.",K,90.0,1.0,16,30.0,25.0,0,15.0,AUS,0,0.0,4171.0
134,1,1.0,35.0,20.0,44.9,65.0,13.0,15.0,55.0,11.0,90.0,84.0,5,62.0,"Brand, F.",77.0,305,1.0,343,"Brand, F.",K,61.0,1.0,17,40.0,20.0,0,15.0,BAL,8,0.615,2741.0
135,2,1.0,35.0,20.0,42.6,65.0,13.0,15.0,60.0,16.0,79.0,75.0,5,65.0,"Bobby (R), K.",71.0,267,1.0,361,"Bobby (R), K.",K,95.0,1.0,17,40.0,20.0,0,15.0,YKW,8,0.615,4050.0
136,3,1.0,30.0,20.0,45.1,71.0,13.0,15.0,50.0,11.0,73.0,78.0,8,64.0,"Jones II (R), J.",67.0,364,1.0,230,"Jones II (R), J.",K,88.0,1.0,17,34.0,25.0,0,15.0,COL,5,0.385,3966.0
137,4,1.0,30.0,20.0,46.1,65.0,13.0,15.0,55.0,14.0,78.0,78.0,4,66.0,"Lawes, S.",69.0,268,1.0,394,"Lawes, S.",K,75.0,1.0,17,30.0,25.0,0,15.0,AZ,9,0.6920000000000001,3454.0
138,5,1.0,30.0,20.0,48.9,65.0,13.0,15.0,60.0,10.0,92.0,90.0,6,74.0,"Dasistwirklichseinnachname, A.",79.0,275,1.0,361,"Dasistwirklichseinnachname, A.",K,70.0,1.0,17,30.0,15.0,0,15.0,OCO,7,0.5379999999999999,3423.0
139,6,1.0,30.0,20.0,44.0,65.0,13.0,15.0,50.0,8.0,80.0,92.0,7,67.0,"Donaldson, N.",73.0,332,1.0,280,"Donaldson, N.",K,78.0,1.0,17,30.0,25.0,0,15.0,SJS,6,0.462,3435.0
140,7,1.0,30.0,20.0,44.0,65.0,13.0,15.0,60.0,9.0,76.0,79.0,8,64.0,"Castleberry, R.",69.0,388,1.0,298,"Castleberry, R.",K,72.0,1.0,17,30.0,15.0,0,15.0,PHI,5,0.385,3169.0
141,8,1.0,35.0,20.0,44.5,65.0,13.0,15.0,55.0,11.0,80.0,80.0,9,69.0,"Frost, A.",71.0,367,1.0,313,"Frost, A.",K,85.0,1.0,17,40.0,20.0,0,15.0,NO,4,0.308,3785.0
142,9,1.0,30.0,20.0,44.3,80.0,13.0,15.0,80.0,8.0,100.0,90.0,5,72.0,"Fulture, K.",89.0,268,1.0,336,"Fulture, K.",K,71.0,1.0,17,30.0,15.0,0,15.0,CHI,8,0.615,3144.0
143,10,1.0,30.0,20.0,46.2,65.0,13.0,15.0,50.0,10.0,89.0,90.0,8,74.0,"Crisco, A.",76.0,343,1.0,261,"Crisco, A.",K,85.0,1.0,17,30.0,25.0,0,15.0,AUS,5,0.385,3929.0
144,1,1.0,35.0,20.0,45.6,65.0,13.0,15.0,55.0,12.0,90.0,88.0,7,71.0,"Brand, F.",78.0,346,1.0,366,"Brand, F.",K,81.0,1.0,18,40.0,20.0,0,15.0,BAL,6,0.462,3694.0
145,2,1.0,30.0,20.0,45.1,65.0,13.0,15.0,50.0,12.0,80.0,92.0,2,71.0,"Donaldson, N.",73.0,239,1.0,393,"Donaldson, N.",K,73.0,1.0,18,30.0,25.0,0,15.0,YKW,11,0.846,3294.0
146,3,1.0,35.0,20.0,43.0,65.0,13.0,15.0,55.0,15.0,81.0,81.0,8,64.0,"Harris Jr, S.",72.0,339,1.0,271,"Harris Jr, S.",K,100.0,1.0,18,40.0,20.0,0,15.0,COL,5,0.385,4305.0
147,4,1.0,30.0,20.0,45.0,65.0,13.0,15.0,60.0,9.0,77.0,75.0,4,65.0,"Clutch (R), C.",69.0,291,1.0,355,"Clutch (R), C.",K,74.0,1.0,18,30.0,15.0,0,15.0,AZ,9,0.6920000000000001,3328.0
148,5,1.0,30.0,20.0,48.5,69.0,13.0,15.0,60.0,9.0,96.0,90.0,3,67.0,"Dasistwirklichseinnachname, A.",81.0,233,1.0,363,"Dasistwirklichseinnachname, A.",K,61.0,1.0,18,30.0,15.0,0,15.0,OCO,10,0.769,2956.0
149,6,1.0,35.0,20.0,45.4,65.0,13.0,15.0,60.0,20.0,79.0,75.0,9,64.0,"Bobby, K.",71.0,338,1.0,184,"Bobby, K.",K,79.0,1.0,18,40.0,20.0,0,15.0,SJS,4,0.308,3588.0
150,7,1.0,30.0,20.0,44.1,65.0,13.0,15.0,65.0,12.0,81.0,84.0,9,72.0,"Frost (R), B.",74.0,317,1.0,286,"Frost (R), B.",K,82.0,1.0,18,30.0,25.0,0,15.0,PHI,4,0.308,3620.0
151,8,1.0,35.0,20.0,44.5,65.0,13.0,15.0,55.0,11.0,80.0,80.0,8,69.0,"Frost, A.",71.0,327,1.0,285,"Frost, A.",K,71.0,1.0,18,40.0,20.0,0,15.0,NO,5,0.385,3159.0
152,9,1.0,30.0,20.0,48.4,70.0,13.0,15.0,70.0,12.0,100.0,90.0,8,80.0,"Fulture, K.",85.0,350,1.0,300,"Fulture, K.",K,72.0,1.0,18,30.0,15.0,0,15.0,CHI,5,0.385,3488.0
153,10,1.0,30.0,20.0,46.0,65.0,13.0,15.0,50.0,9.0,90.0,92.0,7,73.0,"Crisco, A.",77.0,390,1.0,367,"Crisco, A.",K,73.0,1.0,18,30.0,25.0,0,15.0,AUS,6,0.462,3359.0
154,1,1.0,35.0,20.0,45.2,65.0,13.0,15.0,55.0,13.0,90.0,88.0,5,68.0,"Brand, F.",78.0,266,1.0,371,"Brand, F.",K,75.0,1.0,19,40.0,20.0,0,15.0,BAL,8,0.615,3392.0
155,2,1.0,30.0,20.0,48.3,65.0,13.0,15.0,50.0,15.0,79.0,89.0,4,74.0,"Donaldson, N.",71.0,331,1.0,383,"Donaldson, N.",K,78.0,1.0,19,30.0,25.0,0,15.0,YKW,9,0.6920000000000001,3766.0
156,3,1.0,35.0,20.0,43.8,65.0,13.0,15.0,55.0,9.0,81.0,81.0,5,68.0,"Harris Jr, S.",72.0,275,1.0,326,"Harris Jr, S.",K,67.0,1.0,19,40.0,20.0,0,15.0,COL,8,0.615,2936.0
157,4,1.0,35.0,20.0,45.6,65.0,13.0,15.0,55.0,11.0,80.0,80.0,8,68.0,"Frost, A.",71.0,355,1.0,338,"Frost, A.",K,78.0,1.0,19,40.0,20.0,0,15.0,AZ,5,0.385,3554.0
158,5,1.0,30.0,20.0,46.2,69.0,13.0,15.0,60.0,7.0,99.0,90.0,4,76.0,"Dasistwirklichseinnachname, A.",82.0,243,1.0,357,"Dasistwirklichseinnachname, A.",K,59.0,1.0,19,30.0,15.0,0,15.0,OCO,9,0.6920000000000001,2726.0
159,6,1.0,35.0,20.0,44.1,65.0,13.0,15.0,60.0,10.0,79.0,75.0,9,60.0,"Bobby, K.",71.0,406,1.0,187,"Bobby, K.",K,83.0,1.0,19,40.0,20.0,0,15.0,SJS,4,0.308,3663.0
160,7,1.0,30.0,20.0,46.0,65.0,13.0,15.0,65.0,18.0,84.0,84.0,7,72.0,"Frost, B.",76.0,278,1.0,280,"Frost, B.",K,89.0,1.0,19,30.0,25.0,0,15.0,PHI,6,0.462,4097.0
161,8,1.0,30.0,20.0,44.3,65.0,13.0,15.0,60.0,9.0,89.0,80.0,5,64.0,"Prohaska (R), H.",75.0,271,1.0,341,"Prohaska (R), H.",K,73.0,1.0,19,30.0,15.0,0,15.0,NO,8,0.615,3235.0
162,9,1.0,30.0,20.0,46.2,65.0,13.0,15.0,60.0,8.0,99.0,90.0,10,71.0,"Fulture, K.",82.0,392,1.0,223,"Fulture, K.",K,86.0,1.0,19,30.0,15.0,0,15.0,CHI,3,0.231,3972.0
163,10,1.0,30.0,20.0,47.8,65.0,13.0,15.0,50.0,12.0,90.0,97.0,8,71.0,"Crisco, A.",78.0,288,1.0,299,"Crisco, A.",K,81.0,1.0,19,30.0,25.0,0,15.0,AUS,5,0.385,3873.0
